ID,ent-name,ent-adrs,ent-adrs-pub,ent-zip,ent-city,ent-cnty,ent-st,ent-cntry,website,ent-cnct,ent-cnct-pub,ent-email,ent-email-pub,ent-phone,ent-phone-pub,ent-type,ent-include,disp-adrs-zip,disp-output,geo-scope,ent-tags,ent-desc-eng,ent-desc-loglang,ent-img-link,ent-img-lic,ent-img-crdt,lon,lat,rec-src,rec-udt-by,rec-updt-date
532,National Immigrant Justice Center,"208 S. LaSalle St., Suite 1300",yes,60604,Chicago,,IL,USA,immigrantjustice.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.63237426,41.87913914,Shareable Map,SE,2020-12-26
533,National Museum of Mexican Art,1852 W. 19th St,yes,60608,Chicago,,IL,USA,http://www.nationalmuseumofmexicanart.org/,,,,,,,museum,yes,address,both,local,,,,,,,-87.67234738,41.85597446,Accelerate77,SE,2020-12-26
534,National Public Housing Museum,625 N Kingsbury,yes,60654,Chicago,,IL,USA,https://www.nphm.org,,,,,,,Museum,yes,address,both,local,,,,,,,-87.6407312,41.8928203,SEWG,DC,2020-12-26
536,NATIONWIDE ADJUSTERS,105 W MADISON ST # 23,,60602,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,Mutual Insurance,check,address,both,national,national coop,,,,,,-87.6312282,41.8818297,SEWG,DC,2020-12-26
537,NATIONWIDE FINANCIAL SVC,8912 S COMMERCIAL AVE,,60617,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,Mutual Insurance,check,address,both,national,national coop,,,,,,-87.5515069,41.733253,SEWG,DC,2020-12-26
538,NATIONWIDE INSURANCE,1024 N WESTERN AVE # 102,,60622,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,Mutual Insurance,check,address,both,national,national coop,,,,,,-87.6873022,41.9001693,SEWG,DC,2020-12-26
539,NATIONWIDE INSURANCE,1024 W FRY St #102,,60642,Chicago,,IL,USA,https://www.abegtinsurance.com/,,,,,(312) 738-1384,yes,Mutual Insurance,check,address,both,national,national coop,,,,,,-87.6530157,41.8975437,SEWG,DC,2020-12-26
540,NATIONWIDE INSURANCE,135 S LA SALLE ST # 2950,,60604,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,Mutual Insurance,check,address,both,national,national coop,,,,,,-87.6317882,41.8797853,SEWG,DC,2020-12-26
541,NATIONWIDE INSURANCE,525 W HAWTHORNE PL,,69657,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,Mutual Insurance,check,address,both,national,national coop,,,,,,-87.642142,41.944427,SEWG,DC,2020-12-26
542,NATIONWIDE INSURANCE,7823 S WESTERN AVE,,60620,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,Mutual Insurance,check,address,both,national,national coop,,,,,,-87.6824788,41.7512126,SEWG,DC,2020-12-26
543,NATIONWIDE INSURANCE,7908 S HALSTED ST,,60620,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,Mutual Insurance,check,address,both,national,national coop,,,,,,-87.644316,41.7498755,SEWG,DC,2020-12-26
544,NATIONWIDE INSURANCE,8613 S ASHLAND AVE,,60620,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,Mutual Insurance,check,address,both,national,national coop,,,,,,-87.6628524,41.7371547,SEWG,DC,2020-12-26
545,NATIONWIDE MUTUAL INSURANCE,135 S LA SALLE ST # 2950,,60604,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,Mutual Insurance,check,address,both,national,national coop,,,,,,-87.6317882,41.8797853,SEWG,DC,2020-12-26
546,NATIONWIDE RETIREMENT SLTNS,205 W RANDOLPH ST # 1540,,60606,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,(312) 443-1975,yes,Mutual Insurance,check,address,both,national,national coop,,,,,,-87.6341776,41.8839255,SEWG,DC,2020-12-26
547,Near North Branch Library,310 W. Division Street,yes,60610,Chicago,,IL,USA,http://www.chipublib.org/locations/60,,,,,,,Library,yes,address,both,local,,,,,,,-87.63676077,41.9039084,data.cityofchicago.org,SE,2020-12-26
548,Near Northwest Arts Council (NNWAC),2418 W Bloomingdale Ave,yes,60647,Chicago,,IL,USA,www.nnwac.org/,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.68796193,41.91407574,Accelerate77,SE,2020-12-26
549,Near South Planning Board,2600 S. Michigan Ave,yes,60616,Chicago,,IL,USA,http://thenearsouthplanningboard.org/,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.62372585,41.84563006,Accelerate77,SE,2020-12-26
550,Neighborhood Commons Co-Op,1648 N Vine St,yes,60614,Chicago,,IL,USA,https://www.facebook.com/pages/Neighborhood-Commons-Cooperative/134489729935540?ref=br_rs,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.64444621,41.9109914,Shareable Map,SE,2020-12-26
551,NeighborSpace,"445 N Sacramento Blvd, Suite 204",yes,60612,Chicago,,IL,USA,http://neighbor-space.org/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.7008823,41.8895641,SEWG,DC,2020-12-26
552,New Era Doors & Windows,2600 W. 35th St. Suite 127,yes,60632,Chicago,,IL,USA,http://newerawindows.com,,,,,,,cooperative,yes,address,both,local,,,,,,,-87.6906691,41.8308707,SEWG,DC,2020-12-26
553,New Era Windows,2600 W. 35th St. Suite 127,yes,60632,Chicago,,IL,USA,http://www.newera.com,,,,,,,Workers Collective,yes,address,both,local,,,,,,,-87.69439253,41.83018824,Steve Ediger,SE,2020-12-26
554,New Foundation of Hope,8146 S Kedzie Avenue,yes,60652,Chicago,,IL,USA,http://www.newfoundationofhope.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.70235853,41.7452914,Accelerate77,SE,2020-12-26
555,NEW LEADERS FOR NEW SCHOOLS,3423 W NORTH AVE,yes,60647,Chicago,,IL,USA,https://newleaders.org/,,,,,312.546.8246,yes,Social Workshop,yes,address,both,local,,,,,,,-87.712905,41.9098535,SEWG,DC,2020-12-26
556,Next Space River North,"230 W Superior, 2F",yes,60654,Chicago,,IL,USA,http://nextspace.us/chicago/river-north/,,,,,,,Coworking Space,yes,address,both,local,,,,,,,-87.636511,41.887141,Shareable Map,SE,2020-12-26
557,Noble Square Co-op,1165 N Milwaukee Avenue,yes,60622,Chicago,,IL,USA,http://noblesquarecoop.com/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.66581136,41.90303546,Foundation for Intentional Community,SE,2020-12-26
558,Nodding Onion Farm,4431 S Federal St,yes,60609,Chicago,,IL,USA,https://www.noddingonionfarm.com,,,,,,,Farm,yes,address,both,local,,,,,,,,,,SE,2021-02-18
559,North American Students of Cooperation (NASCO),2150 S Canalport Ave STE 2A-11,yes,60608,Chicago,,IL,USA,https://www.nasco.coop,,,info@nasco.coop,yes,773-404-2667,yes,Housing Coop,yes,address,both,local,,,,,,,-87.65372,41.8527216,SEWG,DC,2020-12-26
560,North Austin Branch Library,5724 W. North Avenue,yes,60639,Chicago,,IL,USA,http://www.chipublib.org/locations/56,,,,,,,Library,yes,address,both,local,,,,,,,-87.76886658,41.90942603,data.cityofchicago.org,SE,2020-12-26
561,North Center Farmers Market *,4100 N. Lincoln Ave.,yes,60618,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.68010636,41.95592498,City of Chicago Farmers Markets,SE,2020-12-26
562,North Park Tower Cooperative,300 W North Ave,yes,60610,Chicao,,IL,USA,https://mahc.coop/north-park-towers-il/,,,,,312-266-8988,Yes,Housing Coop,yes,address,both,local,,,,,,,-87.63667365,41.91122993,ChicagoCoop.net,SE,2020-12-26
563,North Pulaski Branch Library,4300 W. North Avenue,yes,60639,Chicago,,IL,USA,http://www.chipublib.org/locations/58,,,,,,,Library,yes,address,both,local,,,,,,,-87.73389217,41.90993781,data.cityofchicago.org,SE,2020-12-26
564,North River Commission,3403 W. Lawrence Ave. #201,yes,60625,Chicago,,IL,USA,http://northrivercommission.org/,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.71346774,41.96830968,Accelerate77,SE,2020-12-26
565,North Side L Federal Credit Union,4753 N Broadway St Suite 808,yes,60640,Chicago,,IL,USA,http://creditunionaccess.com/cu02467.htm,,,,,(708) 345-3231,yes,Credit Union,yes,address,both,local,,,,,,,-87.65918808,41.96824751,creditunionaccess.com,eaz,2020-12-26
566,Northern Raptor Kung Fu,7014 N Western Ave,yes,60645,Chicago,,IL,USA,https://www.northernraptorkungfu.biz/,,,,,773-895-9837,yes,School,yes,address,both,local,,,,,,,-87.6905272,42.0091522,SEWG,DC,2020-12-26
567,Northside Babysitting Coop,,,60657,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60657/714/northside-babysitting-coop/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
568,NORTHSTAR CREDIT UNION,555 W 31ST ST,yes,60616,Chicago,,IL,USA,https://www.nscu.org,,,,,312.225.1258,yes,Credit Union,yes,address,both,local,,,,,,,-87.6411745,41.8378984,SEWG,DC,2020-12-26
569,Northtown Branch Library,6435 N. California Avenue,yes,60645,Chicago,,IL,USA,http://www.chipublib.org/locations/59,,,,,,,Library,yes,address,both,local,,,,,,,-87.69957497,41.99821117,data.cityofchicago.org,SE,2020-12-26
570,Northwest Food Partners Network,3533 W. North Ave,yes,60647,Chicago,,Il,USA,http://northwestfoodpartnersnetwork.wordpress.com/,,,,,,,food bank,yes,address,both,local,,,,,,,-87.71474017,41.90998956,Accelerate77,SE,2020-12-26
571,NORTHWESTERN MUTUAL LIFE,1 N WACKER DR # 4600,,60606,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,(312) 690-9750,yes,Mutual Insurance,check,address,both,national,National Coop,,,,,,-87.6361052,41.8822594,SEWG,DC,2020-12-26
572,NORTHWESTERN MUTUAL LIFE INS,20 N WACKER DR # 1544,,60606,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,(312) 609-0800,yes,Mutual Insurance,check,address,both,national,National Coop,,,,,,-87.6374869,41.8825299,SEWG,DC,2020-12-26
573,NORTHWESTERN MUTUAL LIFE INS,311 W SUPERIOR ST # 525,,60654,Chicago,,IL,USA,http://rivernorth.nm.com/,,,,,(773) 537-2030,yes,Mutual Insurance,check,address,both,national,National Coop,,,,,,-87.6365723,41.8953172,SEWG,DC,2020-12-26
574,NORTHWESTERN MUTUAL LIFE INS,3516 N SHEFFIELD AVE,,60657,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,(866) 950-4644,yes,Mutual Insurance,check,address,both,national,National Coop,,,,,,-87.6546834,41.9460251,SEWG,DC,2020-12-26
837,Norwood Park Babysitting Coop,,,60631,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60631/1543/norwood-park-and-surrounding-area/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
576,Norwood Park Historical Society,5624 N. Newark Ave.,yes,60631,Chicago,,IL,USA,http://www.norwoodparkhistoricalsociety.org,,,,,,,Association Office,yes,address,both,local,,,,,,,-87.79511985,41.98337186,Accelerate77,SE,2020-12-26
575,Nuestro Hogar,3653 w Wabansia,yes,60647,Chicago,,IL,USA,http://www.bickerdike.org/index.php/bickerdike-apartments/our-properties/nuestro-hogar-apartments,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.718724,41.9115591,SEWG,DC,2020-12-26
578,Nuestro Hogar,4101 W Kamerling Ave,yes,60651,Chicago,,IL,USA,https://www.bickerdike.org/index.php/bickerdike-apartments/our-properties/nuestro-hogar-apartments,,,,,,,Housing Coop,yes,address,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
579,NuMARK Credit Union,1654 Terry Drive,yes,60436,Joliet,Will,IL,USA,http://numarkcu.coop,,,,,815.729.3211,yes,Credit Union,yes,address,both,local,,,,,,,-88.094557,41.5787429,dotcoop,SE,2020-12-26
580,Oak Park Coop,,,60304,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/oak-park/60304/1255/oak-park-coop/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
581,OfficePort,9 W Washington St,yes,60602,Chicago,,IL,USA,officeportnetwork.com,,,,,,,Coworking Space,yes,address,both,local,,,,,,,-87.62815288,41.88312706,Shareable Map,SE,2020-12-26
582,Old Town Triangle Park,1900-06 N Clark St,yes,60614,Chicago,,IL,USA,https://www.oldtowntriangle.com/,,,,,,,Open Space,yes,address,both,local,,,,,,,-87.635397,41.916762,SEWG,DC,2020-12-26
583,Olive's Neighborhood Garden,5201 W. Ainslie,yes,60630,Chicago,,IL,USA,https://www.facebook.com/OlivesNeighborhoodGarden,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.75759218,41.969646,Accelerate77,SE,2020-12-26
584,Olive’s Garden for the Hungry,4895 N Laramie Ave,yes,60630,Chicago,,IL,USA,https://www.facebook.com/OlivesNeighborhoodGarden,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.7575804,41.9696562,SEWG,DC,2020-12-26
585,Onward Coworking,954 W Washington Blvd #500,yes,60607,Chicago,,IL,USA,onwardcoworking.com,,,,,,,Coworking Space,yes,address,both,local,,,,,,,-87.65131796,41.88316591,Shareable Map,SE,2020-12-26
586,Onward Neighborhood House,5413 W. Diversey Ave.,yes,60639,Chicago,,IL,USA,http://www.onwardhouse.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.76190178,41.9312409,Accelerate77,SE,2020-12-26
587,OOH.COOP,3206 W. Armitage Ave.,yes,60647,Chicago,Cook,IL,USA,http://ooh.coop,,,,,,,,check,,,,,,,,,,-87.707455,41.917657,dotcoop,SE,2020-12-26
588,OP D97,,,60302,Chicago,,IL,USA,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/oak-park/60302/855/op-d97/,,,,,,,cooperative,yes,zip code,both,local,,,,,,,,,SEWG,DC,2020-12-26
589,Open Lands,25 E. Washington St. #1650,yes,60602,Chicago,,IL,USA,http://www.openlands.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.6269823,41.88312897,Accelerate77,SE,2020-12-26
577,Oriole Park Branch Library,7454 W. Balmoral Avenue,yes,60656,Chicago,,IL,USA,http://www.chipublib.org/locations/61,,,,,,,Library,yes,address,both,local,,,,,,,-87.81329876,41.9781001,data.cityofchicago.org,SE,2020-12-26
591,Overflow Coffee Bar,1550 S. State St,yes,60605,Chicago,,IL,USA,overflowcoffeebar.org,,,,,,,Restaurant,yes,address,both,local,,,,,,,-87.62729171,41.86073622,Accelerate77,SE,2020-12-26
592,PACIFIC LIFE INSURANCE CO,300 S WACKER DR # 2700,,60606,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,(312) 922-5777,yes,Mutual Insurance,check,address,both,national,National Coop,,,,,,-87.6369152,41.8780652,SEWG,DC,2020-12-26
593,Paradise Garden,652-658 N Latrobe Ave,yes,60644,Chicago,,IL,USA,http://neighbor-space.org/2011/05/20/paradise-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.757606,41.881955,Neighborspace,SE,2020-12-26
594,Paradise Garden on Drake,2214 N Drake Ave,yes,60647,Chicago,,IL,USA,https://www.facebook.com/pages/Paradise-Garden-on-Drake/707647246257456?ref=br_rs,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.7152953,41.9214175,SEWG,DC,2020-12-26
595,Parent Cooperative for Early Learning,5300 S Shore Dr,yes,60615,Chicago,,IL,USA,https://www.facebook.com/ParentCooperative,,,,,(773) 684-6363,yes,School,yes,address,both,local,,,,,,,-87.5829312,41.7992847,SEWG,DC,2020-12-26
596,Parent Cooperative-Early Learning,5300 S Shore Dr,yes,60637,Chicago,,IL,USA,parentcoop.org,,,,,,,School,yes,address,both,local,,,,,,,-87.58240971,41.79963279,Shareable Map,SE,2020-12-26
590,Park Forest Cooperative,  206 Birch Street,yes,60466,Park Forest,Cook,IL,USA,http://parkforest.coop,,,sales@parkforest.coop,yes,708.748.3602,yes,Housing Coop,yes,address,both,local,,,,,,,-87.685137,41.4736379,dotcoop,SE,2020-12-26
597,Park Forest Cooperative, 206 Birch Street,yes,60466,Park Forest,,IL,USA,http://www.parkforest.coop/,,,,,,,Housing Coop,yes,address,both,local,,,,,,,,,ChicagoCoop.net,SE,2020-12-26
599,Park Manor Christian Church Credit Union,600 E 73rd St,yes,60619,Chicago,,IL,USA,http://www.parkmanorchristianchurch.org/uploads/PMCCCreditUnion.pdf,,,,,(773)483-0840,yes,Credit Union,yes,address,both,local,,,,,,,-87.6103227,41.7622364,creditunionaccess.com,SE,2020-12-26
600,Park Shore East Cooperative,1561 e 61st,yes,60637,Chicago,,IL,USA,https://www.facebook.com/pages/Park-Shore-East-Cooperative/167410189941803,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.5879751,41.783714,SEWG,DC,2020-12-26
601,Park West Cooperative Nursery School,2335 N Orchard St,yes,60614,Chicago,,IL,USA,parkwestcoop.org,,,,,(773) 327-1116,yes,School,yes,address,both,local,,,,,,,-87.64621795,41.92461791,Shareable Map,SE,2020-12-26
602,Parkshore The Co-Op,1755 E 55th St,yes,60615,Chicago,,IL,USA,https://www.facebook.com/pages/Parkshore-The-Co-Op/122918464432614,,,,,(773) 752-8990,yes,Housing Coop,yes,address,both,local,,,,,,,-87.5815604,41.7949183,SEWG,DC,2020-12-26
598,Partners for Rogers Park,1607 W. Howard St 2nd Floor,yes,60626,Chicago,,IL,USA,http://www.partnersforrogerspark.org/,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.669133,42.005107,Accelerate77,SE,2020-12-26
604,Peace in the Valley Garden,168 N Laramie Ave,yes,60644,Chicago,,IL,USA,http://neighbor-space.org/2012/06/17/peace-in-the-valley-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.75528767,41.88399202,Neighborspace,SE,2020-12-26
605,Peanut Gallery Art Coop,1000 N California Ave,yes,60622,Chicago,,IL,USA,http://peanutgallerychicago.com,,,,,,,Arts Centre,yes,address,both,local,,,,,,,-87.69688135,41.89929643,Shareable Map,SE,2020-12-26
606,Peerless Garden,2701 N Lakewood,yes,60644,Chicago,,IL,USA,http://neighbor-space.org/2013/09/16/peerless-garden/,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.66099908,41.93071165,Neighborspace,,2020-12-26
607,People for Community Recovery,13330 S. Corliss,yes,60827,Chicago,,Il,USA,www.peopleforcommunityrecovery.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.60225576,41.65399486,Accelerate77,SE,2020-12-26
608,Peoples Energy Credit Union,200 E Randolph St Fl 22,yes,60601,Chicago,,IL,USA,http://www.peoplesenergycu.org/,,,,,(312)240-4970,yes,Credit Union,yes,address,both,local,,,,,,,-87.62296664,41.88438065,creditunionaccess.com,SE,2020-12-26
609,Perry Ave Commons,5749 s Perry,yes,60621,Chicago,,IL,USA,https://www.sweetwaterfoundation.com/perry-ave-commons,,,,,,,Community Garden,yes,address,both,local,,,,,,,-87.6273832,41.789563,SEWG,DC,2020-12-26
610,Peterson Garden Project,4642 N Francisco Ave,yes,60625,Chicago,,IL,USA,www.petersongarden.org,,,,,,,Community Garden,yes,address,both,local,,,,,,,87.701192,41.966014,Neighborspace,SE,2020-12-26
611,Phone-Co. Credit Union(Great Lakes Credit Union),225 W Randolph St Suite 1035,yes,60606,Chicago,,IL,USA,https://www.glcu.org/pccu/,,,,,(312)372-6264,yes,Credit Union,yes,address,both,local,,,,,,,-87.63419359,41.884467,creditunionaccess.com,SE,2020-12-26
612,Pilgrim Baptist Credit Union,3300 S Indiana Ave,yes,60616,Chicago,,IL,USA,http://creditunionaccess.com/cu65231.htm,,,,,(312)842-6666,yes,Credit Union,yes,address,both,local,,,,,,,-87.62192981,41.8347069,creditunionaccess.com,SE,2020-12-26
613,Pilsen Community Books,1102 W 18th St,yes,60608,Chicago,,IL,USA,https://pilsencommunitybooks.com/,,,bookspilsen@gmail.com,yes,312.478.9434 ,yes,book store,yes,address,both,local,,also a worker-owned coop,,,,,,,dotcoop,SE,2020-12-26
614,Pilsen Community Market,1800 S. Halsted St.,yes,60608,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.6467389,41.85808266,City of Chicago Farmers Markets,SE,2020-12-26
615,Pilsen Environmental Rights and Reform Organization,Box 891140,yes,60608,Chicago,,IL,USA,http://pilsenperro.org,,,,,,,Social Workshop,yes,address,both,local,,,,,,,-87.667335,41.849103,Shareable Map,SE,2020-12-26
603,Pilsen Housing Coop,1900 W Cullerton St,yes,60608,Chicago,,IL,USA,https://www.pilsenhousingcoop.org,,,,,,,Housing Coop,yes,address,both,local,,,,,,,-87.6736585,41.8553174,SEWG,DC,2020-12-26
616,Planites Credit Union,300 E Randolph St Fl 14,yes,60601,Chicago,,IL,USA,http://www.planites.org/,,,,,(312)653-6371,yes,Credit Union,yes,address,both,local,,,,,,,-87.6207352,41.8843951,creditunionaccess.com,SE,2020-12-26
617,Plant Chicago Community Market,1400 W. 46th St.,yes,60609,Chicago,,IL,USA,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,Farmers Market,yes,address,both,local,,,,,,,-87.66029162,41.81058176,City of Chicago Farmers Markets,SE,2020-12-26
618,Platform Coworking,1286 N Milwaukee Ave,yes,60622,Chicago,,IL,USA,platformcoworking.com,,,,,,,Coworking Space,yes,address,both,local,,,,,,,-87.66873924,41.90470067,Shareable Map,SE,2020-12-26
619,Platform Coworking,4422 N. Ravenswood Ave.,yes,60640,Chicago,,IL,USA,platformcoworking.com,,,,,,,Coworking Space,yes,address,both,local,,,,,,,-87.67462246,41.96192945,Shareable Map,SE,2020-12-26
621,Pleasant Farms,964 West 31st Street,yes,60608,Chicago,,IL,USA,http://pleasantfarmschicago.com/,,,,,,,Farm,yes,address,both,local,,,,,,,-87.65080667,41.8380742,Accelerate77,SE,2020-12-26
622,PMSLIC INSURANCE CO,939 W NORTH AVE # 750,,60642,Chicago,,IL,USA,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,Mutual Insurance,check,address,both,national,National Coop,,,,,,-87.652853,41.9106721,SEWG,DC,2020-12-26
623,Pocket Guide to Hell,"175 N Desplaines St,",yes,60661,Chicago,,IL,USA,http://pocketguidetohell.com,,,,,,,tour operator,yes,address,both,local,,,,,,,-87.6441416,41.88531001,Shareable Map,SE,2020-12-26
