name,address,postal code,city1,st,city,Country,type,check,website,Link to Contact Data,Opening Hours (Url when available),Tags (seperate by comma),Short description English,Short description local language,Image Filename/Link,Image License,Image Credit,Email-Address,is Mail public,Telephone Number,Phone public,GeocodeQualityType,lon,lat,Source,Completed by,organic,fair-trade,regional,category-tag1,category-tag2,category-tag3
SECOND FEDERAL SAVINGS,3960 W 26TH ST,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(773) 277-8500,,,-87.7243035,41.8445556,SEWG,DC,,,,,,
Season of the Bitch,,,Chicago,IL,"Chicago, IL",USA,Social Workshop,check,https://www.seasonoftheb.com/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Seaway Bank Farmers Market,87th St. & Langley Ave.,60619,Chicago,IL,"Chicago, IL 60619",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.607643,41.745767,City of Chicago Farmers Markets,SE,,,,,,
Selfreliance Ukrainian American Federal Credit Union,2332 W Chicago Ave,60622,Chicago,IL,"Chicago, IL 60622",USA,Credit Union,yes,http://www.selfreliance.com/,,,,,,,,,,,(773)328-7500,,,-87.68520148,41.89586067,creditunionaccess.com,SE,,,,,,
Share Your Soles Foundation,900 E 103rd St,60628,Chicago,IL,"Chicago, IL 60628",USA,Give-away shops,yes,shareyoursoles.org,,,,,,,,,,,,,,-87.60140926,41.70761763,Shareable Map,SE,,,,,,
Sherman Park Branch Library,5440 S. Racine Avenue,60609,Chicago,IL,"Chicago, IL 60609",USA,Library,yes,http://www.chipublib.org/locations/70,,,,,,,,,,,,,,-87.65498313,41.79523605,data.cityofchicago.org,SE,,,,,,
Pioneer Cooperative,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Sherwood Peace Garden,257 W 61st St,60621,Chicago,IL,"Chicago, IL 60621",USA,Community Garden,yes,http://neighbor-space.org/2012/06/23/prentiss-place-community-garden/,,,,,,,,,,,,,,-87.6324212,41.78350364,Neighborspace,SE,,,,,,
Shiloh Englewood Federal Credit Union,7058 S Racine Ave,60636,Chicago,IL,"Chicago, IL 60636",USA,Credit Union,yes,http://creditunionaccess.com/cu15454.htm,,,,,,,,,,,(773)651-1750,,,-87.65422477,41.76579724,creditunionaccess.com,SE,,,,,,
Poplar Creek Cooperative,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Pratt Ashland Cooperative,6807 N. Ashland,60626,Chicago,IL,"Chicago, IL 60626",USA,Housing Coop,yes,http://pac-chicago.blogspot.com/,,,,,,,,,,,,,,-87.6698649,42.00559946,Fellowship of Intentional Communities,SE,,,,,,
Praxis Collaborative Chicago,,,,,,,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,,,,,,,,
Qumbya -- Blackstone House,5225 South Blackstone Avenue,60615,Chicago,IL,"Chicago, IL 60615",USA,Housing Coop,yes,https://www.nasco.coop/membership/directory,,,,,,,,,,,,,,-87.5901392,41.8002435,SEWG,DC,,,,,,
SkyART,3026 E. 91st St,60617,Chicago,IL,"Chicago, IL 60617",USA,Arts Centre,yes,http://www.skyart.org/,,,,,,,,,,,,,,-87.55014225,41.73017906,Accelerate77,SE,,,,,,
Smart Chicago,"225 North Michigan Avenue, #2200",60601,Chicago,IL,"Chicago, IL 60601",USA,Social Workshop,yes,http://www.smartchicagocollaborative.org/,,,,,,,,,,,,,,-87.62443287,41.88601645,Steve Ediger,SE,,,,,,
Sol House,1500 w Cemak,60608,Chicago,IL,"Chicago, IL 60608",USA,Housing Coop,yes,http://chicagocoop.net/directory/,,,,,,,,,,,,,,-87.6644873,41.8527923,SEWG,DC,,,,,,
SOUTEASTERN DATA CO-OP,180 N STETSON AVE,,Chicago,IL,"Chicago, IL",USA,,no,https://www.sedata.com/,,,,,,,,,,,(312) 233-0010,,,-87.6227258,41.8854342,SEWG,DC,,,,,,
SOURCEONE CREDIT UNION,542 S DEARBORN ST # 410,60605,Chicago,IL,"Chicago, IL 60605",USA,Credit Union,yes,https://chicago.source1cu.com,,,,,,,,,,,(312) 922-0495,,,-87.6294164,41.874823,SEWG,DC,,,,,,
South Chicago Peoples Park,3257-59 E 91st St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.5445699,41.7299,SEWG,DC,,,,,,
SOUTH DIVISION CREDIT UNION,9059 S Kedzie,60805,Evergreen Park,IL,"Evergreen Park, IL 60805",USA,Credit Union,yes,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(708) 857-7070,,,-87.7018273,41.728375,SEWG,DC,,,,,,
SourceOne Credit Union,542 S Dearborn St #410,60605,Chicago,IL,"Chicago, IL 60605",USA,Credit Union,yes,source1cu.com,,,,,,,,,,,,,,-87.62931507,41.87520973,Shareable Map,SE,,,,,,
SourceOne Credit Union,542 S Dearborn St Suite 410,60605,Chicago,IL,"Chicago, IL 60605",USA,Credit Union,yes,http://chicago.source1cu.com/,,,,,,,,,,,(312)922-0495,,,-87.62931507,41.87520973,creditunionaccess.com,SE,,,,,,
South Chicago Branch Library,9055 S. Houston Avenue,60617,Chicago,IL,"Chicago, IL 60617",USA,Library,yes,http://www.chipublib.org/locations/73,,,,,,,,,,,,,,-87.54979739,41.73090671,data.cityofchicago.org,SE,,,,,,
South East Chicago Commission,1511 E. 53rd Street,60637,Chicago,IL,"Chicago, IL 60637",USA,Social Workshop,yes,http://www.secc-chicago.org/,,,,,,,,,,,,,,-87.58849407,41.79945901,Accelerate77,SE,,,,,,
South Loop Farmers Market,1936 S. Michigan Ave.,60616,Chicago,IL,"Chicago, IL 60616",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.62398518,41.85623835,City of Chicago Farmers Markets,SE,,,,,,
South Loop Neighbors,47 W. Polk,60605,Chicago,IL,"Chicago, IL 60605",USA,Association Office,yes,http://www.southloopneighbors.org/Green.asp,,,,,,,,,,,,,,-87.63017187,41.8721772,Steve Ediger,SE,,,,,,
South Merrill Community Garden,7030-34 S Merrill St,60649,Chicago,IL,"Chicago, IL 60649",USA,Community Garden,yes,https://www.facebook.com/groups/301500169983305/,,,,,,,,,,,,,,-87.567858,41.762027,Neighborspace,SE,,,,,,
South Shop Federal Credit Union,3300 W 127TH,60803,Blue Island,IL,"Blue Island, IL 60803",USA,Credit Union,yes,https://southshopfcu.org,,,,,,,,,,,(708) 925-9500,,,-87.7026742,41.6626478,SEWG,DC,,,,,,
South Shore Branch Library,2505 E. 73rd Street,60649,Chicago,IL,"Chicago, IL 60649",USA,Library,yes,http://www.chipublib.org/locations/74,,,,,,,,,,,,,,-87.56382399,41.76256209,data.cityofchicago.org,SE,,,,,,
South Shore Farmers Market Rainbow Beach Park,79th St. & South Shore Dr.,60649,Chicago,IL,"Chicago, IL 60649",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.567858,41.762027,City of Chicago Farmers Markets,SE,,,,,,
South Shore Mommies,,60637,Chicago,IL,"Chicago, IL 60637",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60637/852/south-shore-mommies/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
South Side Community Federal Credit Union,5401 S Wentworth Ave Suite 25,60609,Chicago,IL,"Chicago, IL 60609",USA,Credit Union,yes,http://www.southsidecommunityfcu.org/,,,,,,,,,,,(773)548-5500,,,-87.63046153,41.79623768,creditunionaccess.com,eaz,,,,,,
SOUTHSIDE COMMUNITY FED CU,5401 S WENTWORTH AVE # 25,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(773) 548-5500,,,-87.6290854,41.7959939,SEWG,DC,,,,,,
South Side Hackerspace,1048 W 37th St,60609,Chicago,IL,"Chicago, IL 60609",USA,Coworking Space,yes,http://sshchicago.org/,,,,,,,,,,,,,,-87.65475787,41.82707396,Steve Ediger,SE,,,,,,
Southeast Environmental Task Force,13300 South Baltimore Ave.,60633,Chicago,Il,"Chicago, Il 60633",USA,Social Workshop,yes,http://www.setaskforce.org,,,,,,,,,,,,,,-87.54723906,41.65366923,Accelerate77,SE,,,,,,
Southport Lowline Market,3411 N. Southport Ave.,60657,Chicago,IL,"Chicago, IL 60657",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.66383521,41.94373162,City of Chicago Farmers Markets,SE,,,,,,
Southside Hub of Production,1448 E. 57th Street,60637,Chicago,IL,"Chicago, IL 60637",USA,Community Center,yes,https://southsidehub.wordpress.com/,,,,,,,,,,,,,,-87.58996911,41.79160092,Shareable Map,SE,,,,,,
Spaulding Collective,Spaulding & Beldon,,Chicago,IL,"Chicago, IL",USA,,no,http://www.uhab.org/coopresearch,,,,,,,,,,,,,,-87.7104079,41.9228606,SEWG,DC,,,,,,
Southwest REACH Center,2601 W.63rd St.,60629,Chicago,IL,"Chicago, IL 60629",USA,Social Workshop,yes,http://greatersouthwest.org/,,,,,,,,,,,,,,-87.6885426,41.77909763,Steve Ediger,SE,,,,,,
Space Park,815 W Roscoe St,60657,Chicago,IL,"Chicago, IL 60657",USA,Community Garden,yes,https://www.facebook.com/pages/Space-Park/150922214933894,,,,,,,,,,,,,,-87.6500329,41.943348,SEWG,DC,,,,,,
ST BERNARDS HOSPITAL EMPL FCU,326 W 64TH ST,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(773) 962-4045,,,-87.6336764,41.7785632,SEWG,DC,,,,,,
Spark of the Heart,1630 W. Wilson Ave,60640,Chicago,IL,"Chicago, IL 60640",USA,Community Center,yes,http://aic-chicago.org/,,,,,,,,,,,,,,-87.66983925,41.96531679,Accelerate77,SE,,,,,,
Spudnik Press,"1821 W Hubbard St, Ste 202",60622,Chicago,IL,"Chicago, IL 60622",USA,Cooperative,yes,https://www.spudnikpress.org,,,,,,,,,,,,,,-87.672845,41.889084,SEWG,DC,,,,,,
SRB Community Spirit Garden,4935 N Central Ave,60630,Chicago,IL,"Chicago, IL 60630",USA,Community Garden,yes,https://www.facebook.com/SrbCommunitySpiritGarden,,,,,,,,,,,,,,-87.7673944,41.9705307,SEWG,DC,,,,,,
ST GREGORY PARISH CREDIT UNION,1609 W GREGORY ST,60640,Chicago,IL,"Chicago, IL 60640",USA,Credit Union,yes,http://stgregorycu.org/,,,,,,,,,,,(773) 561-5493,,,-87.6702108,41.982146,SEWG,DC,,,,,,
St. Elizabeth's Credit Union,50 E 41st St,60653,Chicago,IL,"Chicago, IL 60653",USA,Credit Union,yes,http://creditunionaccess.com/cu65232.htm,,,,,,,,,,,(773)268-1518,,,-87.62428306,41.82022201,creditunionaccess.com,SE,,,,,,
St. Gregory Parish Credit Union,1609 W Gregory St Fl 1,60640,Chicago,IL,"Chicago, IL 60640",USA,Credit Union,yes,http://creditunionaccess.com/cu60680.htm,,,,,,,,,,,(773)561-5493,,,-87.67041934,41.98246376,creditunionaccess.com,SE,,,,,,
St. Helena Parish Credit Union,10101 S Parnell Ave,60628,Chicago,IL,"Chicago, IL 60628",USA,Credit Union,yes,http://creditunionaccess.com/cu66296.htm,,,,,,,,,,,(312)806-3835,,,-87.63677155,41.71063325,creditunionaccess.com,SE,,,,,,
St. Jude Credit Union,205 W Monroe St Fl 7,60606,Chicago,IL,"Chicago, IL 60606",USA,Credit Union,yes,http://creditunionaccess.com/cu65484.htm,,,,,,,,,,,(312)544-8213,,,-87.63386424,41.88056947,creditunionaccess.com,SE,,,,,,
St. Mark Credit Union,8441 S Saint Lawrence Ave,60619,Chicago,IL,"Chicago, IL 60619",USA,Credit Union,yes,http://creditunionaccess.com/cu61566.htm,,,,,,,,,,,(773)846-4433,,,-87.60970147,41.74098696,creditunionaccess.com,SE,,,,,,
St. Martin De Porres Parish Federal Credit Union,4300 W Washington Blvd,60624,Chicago,IL,"Chicago, IL 60624",USA,Credit Union,yes,http://creditunionaccess.com/cu14058.htm,,,,,,,,,,,(773)626-0776,,,-87.73307944,41.88204687,creditunionaccess.com,SE,,,,,,
STARFISH LEARNING CTR,1543 W HOWARD ST,60626,Chicago,IL,"Chicago, IL 60626",USA,Social Workshop,yes,https://www.starfishchicago.org/,,,,,,,,,,,773-465-4608,,,-87.6698518,42.0191394,SEWG,DC,,,,,,
STONE SOUP CO-OP,1430 W LELAND AVE,60640,Chicago,IL,"Chicago, IL 60640",USA,,no,https://leland.stonesoupcoop.org,,,,,,,,,,,,,,-87.6654145,41.9672843,SEWG,DC,,,,,,
Stars Garden,6100 N. Lincoln Ave.,60645,Chicago,IL,"Chicago, IL 60645",USA,Community Garden,yes,http://www.petersongarden.org,,,,,,,,,,,,,,-87.71162469,41.99288921,Accelerate77,SE,,,,,,
"Qumbya Co-op, Concord House",5225 S Blackstone Ave,60615,Chicago,IL,"Chicago, IL 60615",USA,Housing Coop,yes,https://qumbya.com/,,,,,,,,,,,,,,-87.59037528,41.80063169,Fellowship of Intentional Communities,SE,,,,,,
"Qumbya Coop, Bowers House",5130 S University Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,Housing Coop,check,https://qumbya.com/,,,,,,,,,,,,,,-87.59832505,41.80190289,Fellowship of Intentional Communities,SE,,,,,,
STILL POINT THEATRE COLLECTIVE,4300 N HERMITAGE AVE,60613,Chicago,IL,"Chicago, IL 60613",USA,Arts Centre,yes,http://stillpointtheatrecollective.org/,,,,,,,,,,,(773) 868-1700,,,-87.6727148,41.9599418,SEWG,DC,,,,,,
STOCKSY,,,Chicago,IL,"Chicago, IL",USA,cooperative,check,https://www.stocksy.com,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Super Block Park,815 N Harding St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.72452,41.895928,SEWG,DC,,,,,,
Stone Soup Co-Op,3549 S. Hoyne,60609,Chicago,IL,"Chicago, IL 60609",USA,Group Home,yes,stonesoupcoop.org,,,,,,,,,,,,,,-87.67760284,41.82929531,Shareable Map,SE,,,,,,
Sugar Beet Cooperative,812 W Madison,60302,Oak Park,IL,"Oak Park, IL 60302",USA,Cooperative,yes,http://sugarbeetcoop.squarespace.com,,,,,,,,,,,,,,-87.79554362,41.87983456,SEWG,DC,,,,,,
Sulzer Regional Branch Library,4455 N. Lincoln Avenue,60625,Chicago,IL,"Chicago, IL 60625",USA,Library,yes,http://www.chipublib.org/locations/38,,,,,,,,,,,,,,-87.68439934,41.96242796,data.cityofchicago.org,SE,,,,,,
Sweet Beginnings LLC.,3726 W. Flournoy St.,60624,Chicago,Il,"Chicago, Il 60624",USA,workshop for manufacture or repair of goods,yes,http://www.beelovebuzz.com/,,,,,,,,,,,,,,-87.71850725,41.87262998,Accelerate77,SE,,,,,,
Sweetwater Foundation,5749 S Perry Ave,60621,Chicago,IL,"Chicago, IL 60621",USA,Social Workshop,yes,https://www.sweetwaterfoundation.com/,,,,,,,,,,,,,,-87.6273832,41.789563,SEWG,DC,,,,,,
Synergy Partners Credit Union,11615 S Avenue O,60617,Chicago,IL,"Chicago, IL 60617",USA,Credit Union,yes,http://synergypartnerscu.org/,,,,,,,,,,,(773)646-3000,,,-87.5400376,41.68430128,creditunionaccess.com,SE,,,,,,
Taylor Street Farms,944 S Ada St,60607,Chicago,IL,"Chicago, IL 60607",USA,Community Garden,yes,http://taylorstreetfarm.org/,,,,,,,,,,,,,,-87.66021594,41.86988221,Neighborspace,SE,,,,,,
Teamwork Englewood,815 W. 63rd Street #2,60621,Chicago,IL,"Chicago, IL 60621",USA,Social Workshop,yes,teamworkenglewood.org,,,,,,,,,,,,,,-87.64542043,41.77965151,Accelerate77,SE,,,,,,
Qumbya Haymarket House,5405 Ridgewood Ct,60615,chicago,IL,"chicago, IL 60615",USA,Housing Coop,yes,https://qumbya.com/,,,,,,,,,,,,,,-87.59252249,41.79792998,Fellowship of Intentional Communities,SE,,,,,,
Tenants Union of Illinois,4616 N Drake Ave,60625,Chicago,IL,"Chicago, IL 60625",USA,Social Workshop,yes,tenant.org,,,,,,,,,,,,,,-87.7170175,41.96502534,Shareable Map,SE,,,,,,
Tenants United Hyde Park Woodlawn,,,Chicago,IL,"Chicago, IL 60626",USA,Social Workshop,check,https://www.facebook.com/pg/tenantsunited1/about/,,,,,,,,,,,,,,,,Tenants United,SE,,,,,,
TESA Collective,,,Chicago,IL,"Chicago, IL",USA,cooperative,check,http://www.toolboxfored.org/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Qumbya: Bowers House,52nd & University,60615,Chicago,IL,"Chicago, IL 60615",USA,Housing Coop,check,https://qumbya.com/,,,,,,,,,,,,,,-87.5987133,41.7886079,SEWG,DC,,,,,,
The Back of the Yards Neighborhood Council,1751 W 47th Street,60609,Chicago,IL,"Chicago, IL 60609",USA,Association Office,yes,bync.org,,,,,,,,,,,,,,-87.66897174,41.80847483,Shareable Map,SE,,,,,,
The Back Office Cooperative,"333 South Wabash Ave, Suite 2750",60603,Chicago,IL,"Chicago, IL 60603",USA,Workers Collective,yes,http://www.thebackofficecoop.org/,,,,,,,,,,,,,,-87.62598565,41.87782969,Shareable Map,SE,,,,,,
The Chicago Collective,POB 7358,60680,Chicago,IL,"Chicago, IL 60680",USA,,check,https://www.ic.org/directory/maps/,,,,,,,,,,,,,,-87.64,41.88,SEWG,DC,,,,,,
The Dancers Resource,,,Chicago,IL,"Chicago, IL",USA,Social Workshop,check,https://actorsfund.org/services-and-programs/dancers-resource,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
The Field Museum,1400 Lake Shore Dr,60605,Chicago,IL,"Chicago, IL 60605",USA,museum,yes,fieldmuseum.org,,,,,,,,,,,,,,-87.61919927,41.86475699,Accelerate77,SE,,,,,,
Qumbya: Concord House,53rd & Blackstone,60615,Chicago,IL,"Chicago, IL 60615",USA,Housing Coop,yes,https://qumbya.com/,,,,,,,,,,,,,,-87.5904508,41.7995027,SEWG,DC,,,,,,
Qumbya: Haymarket House,54th & Ridgewood,60615,Chicago,IL,"Chicago, IL 60615",USA,Housing Coop,yes,https://qumbya.com/,,,,,,,,,,,,,,-87.5926051,41.7980215,SEWG,DC,,,,,,
Qumbya: Wells House,41st & Michigan,60653,Chicago,IL,"Chicago, IL 60653",USA,Housing Coop,yes,https://qumbya.com/,,,,,,,,,,,,,,-87.623125,41.8201331,SEWG,DC,,,,,,
The Greater Englewood Comm. Dev. Corp.,815 W 63rd Street,60621,Chicago,IL,"Chicago, IL 60621",USA,Social Workshop,yes,http://greaterenglewoodcdc.org,,,,,,,,,,,,,,-87.64542043,41.77965151,Steve Ediger,SE,,,,,,
The Green Chicago Restaurant Coalition,"30 E Wacker Dr, #1200",60601,Chicago,IL,"Chicago, IL 60601",USA,Association Office,yes,http://www.greenchicago.org/,,,,,,,,,,,,,,-87.6263107,41.88691547,Accelerate77,SE,,,,,,
The Green Exchange,2545 W Diversey Ave #213,60647,Chicago,IL,"Chicago, IL 60647",USA,Coworking Space,yes,http://www.greenexchange.com/,,,,,,,,,,,,,,-87.69181978,41.93204687,Shareable Map,SE,,,,,,
The HUB,2358 S Marshall Blvd Chicago,60623,Chicago,IL,"Chicago, IL 60623",USA,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,-87.6995606,41.8483297,SEWG,DC,,,,,,
The Plant Chicago,1400 W 46th St,60609,Chicago,IL,"Chicago, IL 60609",USA,Farm,yes,http://www.plantchicago.com/,,,,,,,,,,,,,,-87.66029162,41.81058176,Shareable Map,SE,,,,,,
Racine Courts Cooperative,10759 s racine,60643,Chicago,IL,"Chicago, IL 60643",USA,Housing Coop,yes,http://www.uhab.org/coopresearch,,,,,,,,,,,,,,-87.6520436,41.6978747,SEWG,DC,,,,,,
The Recyclery Collective,7628 N Paulina St,60626,Chicago,IL,"Chicago, IL 60626",USA,Bicycle Store,yes,therecyclery.org,,,,,,,,,,,773-262-5900,,,-87.67318087,42.01990194,Shareable Map,SE,,,,,,
The Renaissance Collaborative (TRC),3757 S. Wabash Avenue,60653,Chicago,IL,"Chicago, IL 60653",USA,Social Workshop,yes,www.trcwabash.org/,,,,,,,,,,,,,,-87.62476668,41.82614039,Accelerate77,SE,,,,,,
The Resurrection Project,1818 S. Paulina Ave,60608,Chicago,IL,"Chicago, IL 60608",USA,Social Workshop,yes,http://www.resurrectionproject.org/About-Us/index.html,,,,,,,,,,,,,,-87.66873171,41.85741502,Accelerate77,SE,,,,,,
The Riverbank Neighbors,2546 W. Hutchinson Street,60618,Chicago,IL,"Chicago, IL 60618",USA,Social Workshop,yes,http://www.riverbankneighbors.org/index.htm,,,,,,,,,,,,,,-87.69283514,41.95864291,Accelerate77,SE,,,,,,
The Roost,1245 W Jarvis,60626,Chicago,IL,"Chicago, IL 60626",USA,Housing Coop,yes,http://chicagocoop.net/directory/,,,,,,,,,,,,,,-87.6641431,42.0158521,SEWG,DC,,,,,,
The Seminary Co-op Bookstores,5751 S Woodlawn Ave,60637,Chicago,IL,"Chicago, IL 60637",USA,book store,yes,semcoop.com,,,,,,,,,,,(773) 752-4381,,,-87.59634508,41.79051861,Shareable Map,SE,,,,,,
The Urban Canopy,1400 W 46th St.,60680,Chicago,IL,"Chicago, IL 60680",USA,Farm,yes,www.TheUrbanCanopy.org,,,,,,,,,,,,,,-87.66029162,41.81058176,Accelerate77,SE,,,,,,
TITAN INSURANCE,5415 N LINCOLN AVE,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,1-800-848-2687,,,-87.6924785,41.9800226,SEWG,DC,,,,,,
The Urban Islander’s Market at Treasure Island,2121 N. Clybourn Ave.,60614,Chicago,IL,"Chicago, IL 60614",USA,Farmers Market,yes,https://www.dnainfo.com/chicago/20160407/downtown/chicago-farmers-markets-heres-schedule-map,,,,,,,,,,,,,,-87.66164626,41.91974181,City of Chicago Farmers Markets,SE,,,,,,
The WasteShed,914 N. California Ave.,60622,Chicago,IL,"Chicago, IL 60622",USA,Second Hand Shop,yes,http://www.thewasteshed.com/,,,,,,,,,,,,,,-87.69685063,41.89799753,Accelerate77,SE,,,,,,
Tranquil Garden,1436-38 E 68th St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.589544,41.771742,SEWG,DC,,,,,,
Thomas Street Garden,2655 W. Thomas St.,60647,Chicago,IL,"Chicago, IL 60647",USA,Community Garden,yes,http://www.facebook.com/thomasstreetgarden,,,,,,,,,,,,,,-87.69336154,41.90104816,Accelerate77,SE,,,,,,
TRAVELEX CANADA,10 S WACKER DR,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(312) 683-0700,,,-87.6372737,41.8813538,SEWG,DC,,,,,,
Three Walls,119 N Peoria St,60607,Chicago,IL,"Chicago, IL 60607",USA,Arts Centre,yes,three-walls.org,,,,,,,,,,,,,,-87.64966927,41.88396167,Shareable Map,SE,,,,,,
Thurgood Marshall Branch Library,7506 S. Racine Avenue,60620,Chicago,IL,"Chicago, IL 60620",USA,Library,yes,http://www.chipublib.org/locations/5,,,,,,,,,,,,,,-87.65401338,41.75760927,data.cityofchicago.org,SE,,,,,,
TOGETHER SYSTEMS,,,Chicago,IL,"Chicago, IL",USA,social Workshop,check,https://togethersystems.org/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Reba Place Fellowship,737 B Reba Place,60202,Evanston,IL,"Evanston, IL 60202",USA,Housing Coop,yes,http://www.rebaplacefellowship.org/,,,,,,,,,,,,,,-87.68103768,42.02990956,Fellowship of Intentional Communities,SE,,,,,,
Turtle Park and Garden,4900 N Troy St,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.707649,41.970419,SEWG,DC,,,,,,
Toman Branch Library,2708 S. Pulaski Road,60623,Chicago,IL,"Chicago, IL 60623",USA,Library,yes,http://www.chipublib.org/locations/78,,,,,,,,,,,,,,-87.72458471,41.84224929,data.cityofchicago.org,SE,,,,,,
Transition Rogers Park,1336 W. Birchwood Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,Social Workshop,yes,https://www.facebook.com/Transition-Rogers-Park-212090655497787/,,,,,,,,,,,,,,-87.66443409,42.018318,Accelerate77,SE,,,,,,
Trinity U.C.C. Federal Credit Union,400 W 95th St,60628,Chicago,IL,"Chicago, IL 60628",USA,Credit Union,yes,http://creditunionaccess.com/cu23245.htm,,,,,,,,,,,(773)966-1505,,,-87.63396052,41.72076868,creditunionaccess.com,SE,,,,,,
True Nature Health Foods,7000 N Glenwood Ave,60626,Chicago,IL,"Chicago, IL 60626",USA,supermarket,yes,truenaturefoods.com,,,,,,,,,,,,,,-87.66630968,42.009134,Shareable Map,SE,,,,,,
TRUSTMARK INSURANCE CO,400 FIELD DRIVE,60045,Lake Forest,IL,"Lake Forest, IL 60045",USA,cooperative,yes,http://www.trustmarkcompanies.com,,,,,,,,,,,847.615.1500,,,-87.8996113,42.2462007,SEWG,DC,,,,,,
Ujima Garden,545 N Central Park Ave,,Chicago,IL,"Chicago, IL",USA,,no,,,,,,,,,,,,,,,-87.7159343,41.8915217,SEWG,DC,,,,,,
UKRAINIAN NATIONAL CU ASSN,2315 W CHICAGO AVE,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,(773) 489-0533,,,-87.6850904,41.8955144,SEWG,DC,,,,,,
Tudor Gables Building,,,Chicago,IL,"Chicago, IL",USA,Housing Coop,check,http://chicagocoop.net/directory/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Tutor-Mentor Connection,Merchandise Mart PO Box 3303,60654,Chicago,IL,"Chicago, IL 60654",USA,Social Workshop,yes,http:/www.tutormentorexchange.net,,,,,,,,,,,,,,-87.636511,41.887141,Steve Ediger,SE,,,,,,
U-Farm IIT,3350 S Michigan Ave,60616,Chicago,IL,"Chicago, IL 60616",USA,Community Garden,yes,https://www.facebook.com/U.Farm.IIT,,,,,,,,,,,,,,-87.62340467,41.83377225,Accelerate77,SE,,,,,,
U.S. Employees Credit Union,230 S Dearborn St Suite 2962,60604,Chicago,IL,"Chicago, IL 60604",USA,Credit Union,yes,https://www.myusecu.org/,,,,,,,,,,,(312)922-5310,,,-87.62943278,41.87908519,creditunionaccess.com,SE,,,,,,
U.S. Employees Credit Union,610 S Canal St #240,60607,Chicago,IL,"Chicago, IL 60607",USA,Credit Union,yes,usemployees.org,,,,,,,,,,,,,,-87.6395216,41.87429136,Shareable Map,SE,,,,,,
Ujamaa Community Land Trust,Englewood,,Chicago,IL,"Chicago, IL",USA,social Workshop,check,https://www.facebook.com/ujamaaclt/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
Ukrainian Village Babysitting Coop,,60622,Chicago,IL,"Chicago, IL 60622",USA,cooperative,check,https://www.sittingaround.com/find-babysitting-cooperatives/US/illinois/chicago/60622/796/ukrainian-village/,,,,,,,,,,,,,,,,SEWG,DC,,,,,,
UNITED NATIONAL MAINTENANCE CO,1550 S INDIANA AVE # 300,,Chicago,IL,"Chicago, IL",USA,,no,https://mce.uwcc.wisc.edu/Cooperatives_map/,,,,,,,,,,,800) 248-8558,,,-87.6228437,41.8606586,SEWG,DC,,,,,,
